,n,male,female,unknown,date
3361,38.0,5.0,15.0,48.0,2017/11/01
3362,321.0,122.0,936.0,1135.0,2021/09/24
3364,46.0,10.0,36.0,72.0,2018/03/30
3366,20.0,0.0,20.0,40.0,2018/10/24
3367,6443.0,2943.0,3500.0,7000.0,04/29/2016
3370,423.0,199.0,224.0,448.0,04/17/2017
3374,44.0,20.0,12.0,36.0,03/24/2017
3377,856.0,775.0,500.0,581.0,2019/03/11
3378,1971.0,1258.0,713.0,1426.0,05/16/2017
3379,9170.0,6398.0,2702.0,5474.0,2021/09/09
3380,13530.0,6120.0,7410.0,14820.0,2020/06/18
3383,5367.0,0.0,5367.0,10734.0,09/02/2015
3386,511.0,947.0,896.0,460.0,08/20/2013
3389,76.0,4.0,10.0,82.0,2019/04/19
3390,60.0,0.0,777.0,837.0,2019/03/11
3392,8.0,5.0,3.0,6.0,11/08/2012
3394,1395.0,130.0,174.0,1439.0,2020/02/03
3395,9.0,9.0,0.0,0.0,2017/09/27
3396,621.0,854.0,878.0,645.0,2019/03/11
3398,437.0,673.0,694.0,458.0,2020/03/09
3400,81474.0,786.0,509.0,81197.0,2019/03/11
3401,12795.0,365.0,221.0,12651.0,05/16/2017
3402,665.0,71.0,650.0,1244.0,2019/03/11
3403,8.0,6.0,6.0,8.0,01/05/2015
3405,555.0,320.0,235.0,470.0,05/12/2015
3406,1099.0,487.0,612.0,1224.0,2020/06/18
3407,78.0,23.0,3.0,58.0,2019/03/28
3410,497.0,74.0,44.0,467.0,2020/05/26
3412,2872.0,1540.0,1332.0,2664.0,03/10/2016
3413,924.0,30.0,689.0,1583.0,09/28/2012
3415,15.0,7.0,8.0,16.0,11/16/2012
3421,159.0,93.0,66.0,132.0,11/16/2016
3423,88.0,8.0,64.0,144.0,2018/10/29
3427,1392.0,799.0,593.0,1186.0,2019/08/01
3428,4.0,0.0,4.0,8.0,2019/04/04
3432,380.0,330.0,50.0,100.0,2017/09/22
3434,88.0,8.0,7.0,87.0,04/06/2016
3437,52.0,0.0,22.0,74.0,04/21/2017
3440,716.0,371.0,323.0,668.0,08/05/2010
3441,919.0,223.0,696.0,1392.0,2019/04/04
3445,36.0,7.0,8.0,37.0,2017/11/14
3449,350.0,265.0,84.0,169.0,2021/07/08
3450,1.0,0.0,1.0,2.0,05/20/2015
3452,814.0,23.0,25.0,816.0,2019/03/27
3453,57.0,42.0,0.0,15.0,10/07/2016
3454,44.0,27.0,26.0,43.0,2019/10/11
3455,6443.0,2943.0,3500.0,7000.0,04/29/2016
3456,6.0,2.0,1.0,5.0,08/06/2013
3459,492.0,902.0,836.0,426.0,08/20/2013
3460,586.0,8.0,7.0,585.0,02/18/2015
3461,859.0,497.0,362.0,724.0,07/18/2014
3462,302.0,152.0,150.0,300.0,2019/03/11
3466,7.0,5.0,2.0,4.0,2020/03/19
3467,8.0,4.0,8.0,12.0,2021/03/17
3468,9.0,6.0,6.0,9.0,08/21/2014
3469,34.0,0.0,34.0,68.0,2018/08/13
3470,478.0,880.0,993.0,591.0,08/20/2013
3472,169.0,92.0,77.0,154.0,2019/09/19
3473,870.0,89.0,816.0,1597.0,2021/09/08
3474,2392.0,0.0,2392.0,4784.0,07/24/2017
3475,712.0,98.0,360.0,974.0,04/24/2017
3476,20.0,10.0,10.0,20.0,04/16/2012
3477,5533.0,6.0,8.0,5535.0,2020/06/18
3480,6.0,0.0,6.0,12.0,2017/08/14
3481,739.0,372.0,363.0,730.0,2020/07/15
3486,13.0,0.0,12.0,25.0,2020/08/19
3489,8.0,93.0,98.0,13.0,2021/02/10
3491,70.0,44.0,24.0,50.0,2020/01/10
3492,3.0,1.0,2.0,4.0,12/10/2014
3495,5582.0,6.0,8.0,5584.0,2020/06/18
3496,1309.0,425.0,884.0,1768.0,2019/08/06
3500,2290.0,658.0,988.0,2620.0,06/05/2014
3501,19.0,11.0,8.0,16.0,2021/08/26
3502,499.0,271.0,228.0,456.0,2020/05/13
3504,813.0,500.0,313.0,626.0,09/03/2009
3505,62.0,31.0,31.0,62.0,2021/09/20
3506,950.0,498.0,452.0,904.0,04/13/2015
3509,1048.0,616.0,432.0,864.0,08/29/2016
3510,12064.0,6.0,6639.0,18697.0,2020/06/18
3513,22.0,0.0,11.0,33.0,2021/05/11
3514,2052.0,692.0,1360.0,2720.0,2018/06/30
3516,4.0,2.0,2.0,4.0,11/21/2016
3517,5367.0,0.0,5367.0,10734.0,05/26/2015
3518,5.0,1.0,4.0,8.0,2018/05/17
3524,7568.0,776.0,500.0,7292.0,2019/03/11
3526,175.0,91.0,84.0,168.0,03/31/2017
3530,6260.0,3344.0,2916.0,5832.0,12/01/2015
3531,2746.0,1691.0,1055.0,2110.0,05/16/2017
3533,7.0,7.0,0.0,0.0,2020/01/07
3534,2.0,1.0,1.0,2.0,2021/03/18
3540,597.0,65.0,94.0,626.0,2019/03/11
3542,640.0,468.0,172.0,344.0,2021/08/18
3543,972.0,546.0,426.0,852.0,10/27/2014
3548,594.0,52.0,246.0,788.0,2020/10/16
3549,87.0,0.0,87.0,174.0,2018/05/24
3551,13442.0,6097.0,7345.0,14690.0,2020/06/18
3552,2995.0,1180.0,1797.0,3612.0,10/21/2015
3556,287.0,101.0,88.0,274.0,2020/08/26
3557,35.0,99.0,92.0,28.0,2019/05/09
3558,4615.0,105.0,335.0,4845.0,2021/05/17
3560,6443.0,2943.0,3500.0,7000.0,04/29/2016
3561,24.0,3.0,3.0,24.0,2018/11/26
3562,30.0,17.0,13.0,26.0,2018/08/18
3563,834.0,974.0,655.0,515.0,10/09/2009
3564,38.0,7.0,7.0,38.0,2019/12/26
3565,62.0,38.0,9.0,33.0,2019/03/22
3566,1273.0,433.0,769.0,1609.0,2018/11/05
3569,97.0,52.0,725.0,770.0,2021/07/29
3572,2261.0,0.0,2261.0,4522.0,2020/06/18
3573,422.0,57.0,49.0,414.0,2020/01/06
3575,594.0,306.0,90.0,378.0,2020/09/08
3576,1914.0,0.0,1914.0,3828.0,01/26/2015
3579,9902.0,9.0,9471.0,19364.0,2019/09/16
3584,473.0,8.0,11.0,476.0,2019/10/31
3585,24095.0,1812.0,2385.0,24668.0,2020/09/18
3592,113.0,89.0,24.0,48.0,2021/08/30
3595,4735.0,867.0,785.0,4653.0,05/13/2011
3596,424.0,41.0,6.0,389.0,07/26/2017
3602,84717.0,1515.0,992.0,84194.0,05/16/2017
3603,6443.0,2943.0,3500.0,7000.0,04/29/2016
3604,4.0,2.0,2.0,4.0,2018/03/06
3605,983.0,72.0,628.0,1539.0,06/22/2016
3606,3256.0,1325.0,1861.0,3792.0,02/08/2016
3609,3495.0,781.0,941.0,3655.0,2019/11/27
3610,980.0,653.0,327.0,654.0,2019/05/30
3611,957.0,467.0,468.0,958.0,07/15/2015
3612,893.0,99.0,56.0,850.0,2019/10/11
3613,1.0,0.0,1.0,2.0,05/08/2017
3614,7.0,7.0,0.0,0.0,02/09/2011
3618,6443.0,2943.0,3500.0,7000.0,04/29/2016
3619,252.0,30.0,66.0,288.0,2021/01/15
3621,113.0,38.0,32.0,107.0,2021/04/23
3622,549.0,680.0,981.0,850.0,2021/06/08
3623,55.0,4.0,8.0,59.0,2018/04/12
3624,31.0,0.0,12.0,43.0,2020/07/10
3626,181.0,104.0,77.0,154.0,2021/06/11
3627,95.0,51.0,83.0,127.0,04/05/2017
3632,1474.0,0.0,1474.0,2948.0,2020/06/18
3633,53.0,39.0,544.0,558.0,2021/05/21
3635,3.0,0.0,1.0,4.0,10/27/2014
3636,679.0,989.0,866.0,556.0,2021/06/01
3637,2812.0,276.0,156.0,2692.0,2018/01/18
3638,33.0,0.0,33.0,66.0,05/09/2016
3639,408.0,268.0,72.0,212.0,2018/09/06
3640,48.0,0.0,42.0,90.0,2018/01/08
3641,1505.0,0.0,539.0,2044.0,2019/02/22
3642,5152.0,0.0,5152.0,10304.0,12/17/2014
3644,106.0,73.0,33.0,66.0,04/10/2014
3649,887.0,573.0,545.0,859.0,2020/08/05
3650,770.0,613.0,84.0,241.0,2019/03/11
3652,6443.0,2943.0,3500.0,7000.0,04/29/2016
3654,664.0,387.0,277.0,554.0,Tue Mar  4 09:22:57 2008
3655,4129.0,1744.0,2385.0,4770.0,06/09/2016
3656,1267.0,650.0,617.0,1234.0,10/21/2013
3658,682.0,0.0,682.0,1364.0,2020/06/18
3662,9.0,8.0,7.0,8.0,2021/03/10
3665,13530.0,6120.0,7410.0,14820.0,2020/06/18
3666,1064.0,438.0,352.0,978.0,2020/05/26
3667,4.0,2.0,2.0,4.0,2019/04/09
3669,88.0,8.0,7.0,87.0,04/06/2016
3671,473.0,198.0,274.0,549.0,2020/06/18
3673,59.0,27.0,31.0,63.0,2017/10/19
3674,886.0,292.0,735.0,1329.0,11/06/2015
3677,79.0,7.0,30.0,102.0,2019/06/11
3678,456.0,238.0,83.0,301.0,2018/06/07
3679,252.0,112.0,140.0,280.0,2018/06/30
3680,5571.0,5233.0,5558.0,5896.0,05/06/2016
3683,1460.0,87.0,99.0,1472.0,2019/08/18
3686,97.0,0.0,1.0,98.0,2019/03/28
3687,630.0,348.0,91.0,373.0,06/03/2015
3688,6443.0,2943.0,3500.0,7000.0,04/29/2016
3692,99.0,37.0,69.0,131.0,2018/06/01
3693,678.0,56.0,89.0,711.0,2021/03/01
3694,12.0,7.0,5.0,10.0,12/18/2014
3695,9917.0,3664.0,6253.0,12506.0,2021/02/26
3696,7093.0,4037.0,3056.0,6112.0,2021/09/29
3699,6.0,3.0,3.0,6.0,2020/06/18
3700,432.0,276.0,156.0,312.0,2018/01/18
3702,8.0,5.0,7.0,10.0,03/13/2015
3704,713.0,408.0,628.0,933.0,2021/03/22
3706,88.0,8.0,7.0,87.0,04/06/2016
3707,2805.0,2021.0,784.0,1568.0,2020/06/26
3708,118.0,14.0,4.0,108.0,2020/06/15
3710,12.0,6.0,6019.0,6025.0,2020/06/18
3711,1908.0,981.0,882.0,1809.0,2021/06/08
3712,950.0,56.0,59.0,953.0,11/05/2014
3715,42.0,23.0,16.0,35.0,2020/05/27
3716,4357.0,1568.0,1028.0,3817.0,05/16/2017
3717,258.0,26.0,232.0,464.0,03/01/2016
3718,1251.0,438.0,813.0,1626.0,04/23/2014
3720,28.0,4.0,17.0,41.0,2021/08/10
3722,96.0,96.0,0.0,0.0,2019/05/07
3723,2847.0,729.0,788.0,2906.0,09/14/2015
3727,6443.0,2943.0,3500.0,7000.0,04/29/2016
3728,6442.0,5418.0,5814.0,6838.0,2020/04/17
3729,13335.0,4946.0,8067.0,16456.0,03/22/2017
3730,197.0,5.0,4.0,196.0,02/09/2017
3731,6443.0,2943.0,3500.0,7000.0,04/29/2016
3734,55.0,42.0,8.0,21.0,03/19/2015
3736,5275.0,6.0,8.0,5277.0,2020/06/18
3740,624.0,195.0,117.0,546.0,2018/04/20
3741,882.0,12.0,870.0,1740.0,2018/01/04
3744,38.0,15.0,23.0,46.0,2018/06/18
3746,261.0,116.0,127.0,272.0,2017/12/04
3747,14.0,4.0,10.0,20.0,2019/04/19
3748,499.0,271.0,228.0,456.0,2020/05/13
3749,8173.0,22.0,8151.0,16302.0,2020/06/18
3752,3.0,2.0,1.0,2.0,08/06/2013
3754,19.0,13.0,3.0,9.0,2020/10/21
3755,7.0,6.0,6.0,7.0,2018/02/27
3756,20.0,14.0,6.0,12.0,2020/03/04
3757,5.0,9.0,5.0,1.0,09/12/2014
3758,121.0,114.0,7.0,14.0,2021/07/09
3766,122.0,0.0,122.0,244.0,2019/11/14
3767,80.0,7.0,56.0,129.0,09/30/2016
3769,151.0,65.0,86.0,172.0,2018/10/05
3772,514.0,331.0,68.0,251.0,2018/08/19
3773,6443.0,2943.0,3500.0,7000.0,04/29/2016
3775,769.0,981.0,671.0,459.0,2019/11/20
3778,3352.0,1745.0,1607.0,3214.0,2021/06/08
3783,530.0,178.0,229.0,581.0,2018/06/01
3784,94.0,42.0,52.0,104.0,03/06/2017
3786,821.0,352.0,469.0,938.0,2017/10/05
3788,563.0,486.0,77.0,154.0,02/23/2017
3789,289.0,156.0,739.0,872.0,2021/07/29
3790,7463.0,7925.0,9027.0,8565.0,10/19/2016
3792,56.0,9.0,8.0,55.0,11/04/2013
3795,922.0,94.0,87.0,915.0,2020/09/03
3796,6443.0,2943.0,3500.0,7000.0,04/29/2016
3797,21.0,0.0,20.0,41.0,2021/01/27
3798,100.0,0.0,20.0,120.0,2020/04/03
3802,6.0,5.0,7.0,8.0,06/04/2014
3803,600.0,277.0,323.0,646.0,2019/07/29
3804,90.0,79.0,11.0,22.0,05/02/2012
3805,4877.0,49.0,81.0,4909.0,2021/08/24
3807,62.0,26.0,36.0,72.0,2020/03/19
3809,17.0,8.0,9.0,18.0,2019/08/05
3810,2535.0,859.0,1676.0,3352.0,2019/05/03
3812,80.0,50.0,30.0,60.0,2020/12/22
3814,3.0,3.0,0.0,0.0,2020/09/18
3815,995.0,973.0,990.0,1012.0,Mon Oct 27 17:24:36 2008
3816,338.0,216.0,122.0,244.0,2021/06/16
3818,3.0,1.0,2.0,4.0,2017/12/04
3819,568.0,314.0,67.0,321.0,2019/07/26
3820,11.0,5.0,6.0,12.0,2020/07/16
3822,796.0,992.0,781.0,585.0,2017/11/06
3825,648.0,611.0,73.0,110.0,2019/08/10
3826,567.0,0.0,502.0,1069.0,2019/03/11
3827,580.0,688.0,988.0,880.0,2021/06/08
3828,9437.0,93.0,850.0,10194.0,08/18/2015
3829,1006.0,514.0,480.0,972.0,2020/04/30
3830,4.0,1.0,3.0,6.0,2019/06/24
3833,33.0,7.0,5.0,31.0,2018/11/15
3834,97.0,59.0,38.0,76.0,10/15/2012
3837,511.0,141.0,369.0,739.0,2020/01/10
3840,6.0,3.0,3.0,6.0,11/21/2016
3841,15.0,7.0,8.0,16.0,2021/03/11
3846,78.0,61.0,170.0,187.0,2019/02/19
3847,10.0,4.0,6.0,12.0,08/20/2014
3849,894.0,752.0,728.0,870.0,06/13/2014
3852,81.0,7.0,8.0,82.0,2018/11/05
3854,8093.0,534.0,736.0,8295.0,2021/06/09
3855,22848.0,9873.0,12975.0,25950.0,2021/04/08
3857,6443.0,2943.0,3500.0,7000.0,04/29/2016
3858,8100.0,534.0,736.0,8302.0,2021/06/09
3860,4458.0,944.0,2264.0,5778.0,2020/06/29
3861,11363.0,2986.0,3192.0,11569.0,2021/05/07
3862,4203.0,1816.0,2387.0,4774.0,2020/09/18
3865,302.0,152.0,150.0,300.0,2019/03/11
3867,84.0,9.0,9.0,84.0,2020/10/29
3868,6.0,7.0,7.0,6.0,2019/12/26
3871,51.0,61.0,59.0,49.0,06/04/2013
3872,880.0,98.0,79.0,861.0,05/17/2016
3873,39.0,39.0,0.0,0.0,2020/07/07
3875,807.0,130.0,174.0,851.0,2020/02/03
3876,611.0,168.0,443.0,886.0,2018/06/14
3877,18.0,16.0,2.0,4.0,2021/02/22
3882,761.0,632.0,86.0,215.0,2019/03/11
3883,1276.0,544.0,458.0,1190.0,2020/05/26
3884,1111.0,559.0,552.0,1104.0,2021/05/07
3885,691.0,939.0,893.0,645.0,2019/03/11
3889,4.0,1.0,3.0,6.0,2021/05/17
3890,728.0,722.0,69.0,75.0,2019/12/16
3891,26.0,9.0,4.0,21.0,2021/01/28
3892,55.0,42.0,8.0,21.0,03/19/2015
3893,48.0,31.0,16.0,33.0,2020/02/25
3896,99.0,32.0,67.0,134.0,2018/06/01
3897,242.0,130.0,112.0,224.0,2019/11/22
3900,4.0,1.0,1.0,4.0,2021/03/11
3901,66.0,23.0,10.0,53.0,2020/10/02
3903,15.0,10.0,5.0,10.0,08/21/2013
3908,10.0,10.0,0.0,0.0,2017/09/08
3909,676.0,57.0,0.0,619.0,2019/12/17
3912,6443.0,2943.0,3500.0,7000.0,04/29/2016
3913,6443.0,2943.0,3500.0,7000.0,04/29/2016
3916,6443.0,2943.0,3500.0,7000.0,04/29/2016
3921,788.0,681.0,87.0,194.0,2019/12/16
3924,650.0,348.0,91.0,393.0,06/03/2015
3925,17.0,10.0,7.0,14.0,2020/04/24
3927,2489.0,1574.0,891.0,1806.0,2021/07/07
3928,102.0,36.0,15.0,81.0,2018/07/18
3929,735.0,372.0,363.0,726.0,2020/07/15
3930,80.0,69.0,68.0,79.0,2020/11/02
3932,20.0,0.0,20.0,40.0,2018/10/24
3934,693.0,940.0,894.0,647.0,2019/03/11
3935,15708.0,6516.0,9185.0,18377.0,01/27/2017
3936,92.0,55.0,37.0,74.0,11/27/2013
3939,9552.0,1683.0,1050.0,8919.0,05/16/2017
3940,1.0,0.0,1.0,2.0,03/24/2017
3941,103.0,0.0,103.0,206.0,2018/03/20
3942,5.0,0.0,1.0,6.0,02/03/2014
3943,88.0,88.0,0.0,0.0,01/03/2017
3949,93.0,64.0,29.0,58.0,05/23/2012
3950,252.0,112.0,140.0,280.0,2018/06/30
3955,87.0,77.0,57.0,67.0,2019/03/11
3956,873.0,790.0,507.0,590.0,2019/03/11
3957,30.0,5.0,9.0,34.0,2020/01/10
3958,65.0,77.0,926.0,914.0,2020/08/24
3960,5.0,4.0,1.0,2.0,09/29/2014
3961,3115.0,628.0,871.0,3358.0,04/23/2010
3962,6443.0,2943.0,3500.0,7000.0,04/29/2016
3967,3.0,8.0,8.0,3.0,2020/02/04
3969,3.0,1.0,2.0,4.0,2019/06/24
3971,65.0,45.0,244.0,264.0,2019/03/25
3973,9.0,8.0,1.0,2.0,2017/10/04
3974,12.0,1.0,0.0,11.0,2019/05/24
3975,5464.0,2791.0,2673.0,5346.0,2021/08/17
3977,112.0,50.0,62.0,124.0,2021/07/02
3978,55.0,26.0,27.0,56.0,2017/10/13
3979,13403.0,6666.0,6737.0,13474.0,2020/07/06
3980,30.0,15.0,15.0,30.0,10/14/2015
3983,25.0,2.0,5.0,28.0,2018/09/19
3987,26.0,4.0,3.0,25.0,11/16/2016
3988,5002.0,530.0,651.0,5123.0,2020/12/21
3990,307.0,171.0,136.0,272.0,2019/04/10
3993,39.0,2.0,8.0,45.0,2018/04/20
3994,66.0,23.0,10.0,53.0,2020/10/02
3996,15.0,9.0,6.0,12.0,2020/06/30
3997,3507.0,663.0,810.0,3654.0,2018/09/26
3998,73.0,29.0,44.0,88.0,2021/08/26
4000,683.0,121.0,81.0,643.0,2021/10/04
4001,6443.0,2943.0,3500.0,7000.0,04/29/2016
4003,514.0,331.0,68.0,251.0,2018/08/19
4005,96.0,30.0,66.0,132.0,2021/01/15
4009,2.0,1.0,1.0,2.0,2018/11/07
4015,113.0,0.0,4.0,117.0,2019/04/04
4017,80.0,0.0,80.0,160.0,2018/04/09
4019,297.0,16.0,11.0,292.0,2018/06/13
4021,82.0,18.0,23.0,87.0,2021/07/13
4022,870.0,789.0,505.0,586.0,2019/03/11
4024,5890.0,3771.0,541.0,2660.0,05/11/2016
4026,25.0,16.0,9.0,18.0,2018/07/18
4028,2.0,0.0,1.0,3.0,2018/03/27
4029,884.0,831.0,716.0,769.0,2019/07/01
4030,7639.0,7440.0,0.0,199.0,08/29/2016
4031,658.0,278.0,380.0,760.0,2019/12/26
4033,70.0,9.0,6.0,67.0,2020/06/30
4037,3033.0,676.0,849.0,3206.0,12/03/2013
4040,1134.0,826.0,308.0,616.0,2021/05/20
4041,68.0,50.0,18.0,36.0,05/12/2017
4042,2999.0,1342.0,1657.0,3314.0,2018/07/23
4045,16.0,12.0,4.0,8.0,2017/09/22
4046,12006.0,6.0,6593.0,18593.0,2020/06/18
4047,592.0,241.0,351.0,702.0,11/14/2016
4048,68.0,50.0,18.0,36.0,05/12/2017
4051,45.0,9.0,6.0,42.0,2017/09/25
4052,929.0,680.0,497.0,746.0,2018/09/21
4056,878.0,793.0,511.0,596.0,2019/03/11
4057,2587.0,533.0,761.0,2815.0,2018/06/13
4059,1114.0,104.0,28.0,1038.0,2020/06/10
4060,2676.0,1956.0,720.0,1440.0,2020/06/26
4062,21.0,8.0,13.0,26.0,2020/09/18
4063,1602.0,843.0,758.0,1517.0,2021/08/19
4065,46.0,15.0,3.0,34.0,09/18/2014
4066,37.0,15.0,22.0,44.0,2018/05/17
4068,60.0,2.0,45.0,103.0,12/16/2013
4070,142.0,36.0,34.0,140.0,2020/06/11
4071,300.0,94.0,47.0,253.0,2018/11/19
4072,1134.0,826.0,308.0,616.0,2021/05/20
4079,3.0,8.0,8.0,3.0,2020/02/04
4080,893.0,99.0,56.0,850.0,2019/10/11
4081,7594.0,3278.0,4316.0,8632.0,2020/06/18
4082,889.0,0.0,889.0,1778.0,06/05/2017
4083,89.0,28.0,9.0,70.0,07/06/2017
4084,18539.0,102.0,47.0,18484.0,05/16/2017
4085,88.0,70.0,657.0,675.0,2021/05/12
4088,9.0,3.0,6.0,12.0,2020/07/21
4089,148.0,18.0,32.0,162.0,2018/03/23
4090,29.0,2.0,3.0,30.0,06/21/2016
4092,7.0,4.0,3.0,6.0,2021/04/28
4098,16.0,0.0,16.0,32.0,09/10/2015
4100,694.0,409.0,285.0,570.0,04/04/2014
4102,794.0,651.0,94.0,237.0,2019/03/11
4106,599.0,317.0,282.0,564.0,2021/03/23
4108,2159.0,1367.0,792.0,1584.0,05/16/2017
4110,2322.0,627.0,706.0,2401.0,05/02/2017
4111,145.0,1.0,2.0,146.0,12/01/2014
4112,802.0,790.0,990.0,1002.0,12/21/2016
4114,94.0,58.0,85.0,121.0,03/22/2013
4115,3093.0,1578.0,1507.0,3022.0,2021/06/03
4116,84.0,12.0,7.0,79.0,11/02/2015
4118,565.0,81.0,94.0,578.0,2017/11/06
4119,5402.0,2592.0,2810.0,5620.0,01/22/2014
4120,4129.0,1744.0,2385.0,4770.0,06/09/2016
4121,2.0,2.0,0.0,0.0,2017/10/26
4122,1266.0,382.0,882.0,1766.0,2021/06/09
4131,6443.0,2943.0,3500.0,7000.0,04/29/2016
4135,1291.0,654.0,637.0,1274.0,2018/04/05
4136,3558.0,722.0,1352.0,4188.0,2019/12/19
4137,131.0,82.0,36.0,85.0,2020/12/30
4138,6245.0,6600.0,5780.0,5425.0,08/15/2016
4139,2095.0,1240.0,855.0,1710.0,2019/09/16
4140,40.0,18.0,22.0,44.0,2021/01/07
4145,9437.0,93.0,850.0,10194.0,08/18/2015
4146,62.0,26.0,36.0,72.0,2020/03/19
4147,1968.0,684.0,1284.0,2568.0,08/26/2015
4148,1420.0,695.0,725.0,1450.0,2018/07/23
4150,66.0,86.0,85.0,65.0,2020/05/15
4153,6443.0,2943.0,3500.0,7000.0,04/29/2016
4154,50.0,31.0,11.0,30.0,2017/09/05
4155,645.0,384.0,261.0,522.0,2020/03/09
4156,6443.0,2943.0,3500.0,7000.0,04/29/2016
4157,4718.0,856.0,2426.0,6288.0,2017/11/22
4158,3.0,2.0,1.0,2.0,2018/10/30
4159,75.0,2.0,0.0,73.0,2017/10/26
4161,6443.0,2943.0,3500.0,7000.0,04/29/2016
4162,11.0,5.0,6.0,12.0,2020/07/16
4163,84.0,7.0,9.0,86.0,2019/12/11
4164,13154.0,10463.0,2691.0,5382.0,2019/03/27
4165,4895.0,624.0,510.0,4781.0,2019/05/21
4167,988.0,878.0,838.0,948.0,07/17/2012
4168,41.0,11.0,30.0,60.0,2019/05/31
4169,2400.0,2.0,0.0,2398.0,2019/03/15
4171,1602.0,843.0,758.0,1517.0,2021/08/19
4173,40.0,22.0,18.0,36.0,2021/06/16
4175,270.0,150.0,120.0,240.0,2017/12/29
4176,2554.0,10.0,17.0,2561.0,01/13/2014
4179,46.0,7.0,3.0,42.0,2021/02/08
4183,13530.0,6120.0,7410.0,14820.0,2020/06/18
4184,214.0,3.0,211.0,422.0,2018/09/20
4185,9.0,885.0,943.0,67.0,2020/06/18
4186,33.0,7.0,5.0,31.0,2018/11/15
4187,2164.0,1379.0,785.0,1570.0,03/12/2013
4191,82.0,68.0,7.0,21.0,2018/10/31
4193,6443.0,2943.0,3500.0,7000.0,04/29/2016
4195,8.0,6.0,2.0,4.0,2021/08/18
4196,84.0,6.0,7.0,85.0,2018/07/18
4198,4203.0,1816.0,2387.0,4774.0,2020/09/18
4200,50.0,31.0,11.0,30.0,2017/09/05
4201,879.0,97.0,644.0,1426.0,2020/05/05
4203,837.0,35.0,39.0,841.0,08/20/2013
4204,978.0,82.0,815.0,1711.0,2020/03/04
4206,2052.0,692.0,1360.0,2720.0,2018/06/30
4208,71.0,64.0,964.0,971.0,2021/09/24
4209,4.0,3.0,1.0,2.0,2021/08/20
4210,86.0,4.0,2.0,84.0,2017/10/05
4216,34.0,21.0,7.0,20.0,2020/07/24
4219,8502.0,4344.0,705.0,4863.0,2019/08/10
4220,4.0,2.0,2.0,4.0,11/21/2016
4221,2.0,2.0,0.0,0.0,2020/11/03
4223,1239.0,535.0,704.0,1408.0,2018/06/14
4225,4373.0,556.0,3094.0,6911.0,07/21/2009
4227,1882.0,725.0,1155.0,2312.0,2021/06/24
4228,13.0,0.0,12.0,25.0,2020/08/19
4229,4.0,1.0,3.0,6.0,02/05/2016
4230,3.0,1.0,2.0,4.0,12/10/2014
4234,153.0,10.0,0.0,143.0,2019/10/29
4239,2402.0,676.0,682.0,2408.0,07/25/2014
4244,39.0,29.0,10.0,20.0,2020/04/29
4247,17.0,7.0,10.0,20.0,2018/03/21
4248,981.0,5.0,516.0,1492.0,2021/06/16
4252,744.0,9.0,3.0,738.0,2017/12/13
4253,98.0,75.0,55.0,78.0,2019/01/29
4254,27.0,27.0,0.0,0.0,04/24/2012
4256,13530.0,6120.0,7410.0,14820.0,2020/06/18
4257,2243.0,969.0,84.0,1358.0,2020/08/06
4258,3333.0,841.0,812.0,3304.0,2017/09/15
4259,10618.0,7278.0,3340.0,6680.0,2018/09/17
4264,69.0,19.0,0.0,50.0,2017/08/17
4265,21701.0,9564.0,12137.0,24274.0,2018/03/15
4268,5555.0,6.0,8.0,5557.0,2020/06/18
4269,5.0,3.0,1.0,3.0,2019/11/01
4270,18.0,4.0,0.0,14.0,2021/03/31
4271,942.0,471.0,0.0,471.0,11/13/2015
4272,429.0,79.0,235.0,585.0,2019/10/28
4273,787.0,2.0,1.0,786.0,08/21/2014
4275,91.0,26.0,27.0,92.0,2017/10/13
4276,3088.0,481.0,785.0,3392.0,10/14/2015
4277,1309.0,425.0,884.0,1768.0,2019/08/06
4278,860.0,96.0,532.0,1296.0,2019/03/11
4281,2805.0,2021.0,784.0,1568.0,2020/06/26
4285,368.0,40.0,42.0,370.0,2018/11/30
4286,1602.0,843.0,758.0,1517.0,2021/08/19
4288,6443.0,2943.0,3500.0,7000.0,04/29/2016
4289,5931.0,983.0,929.0,5877.0,2020/10/27
4291,476.0,126.0,112.0,462.0,2020/06/10
4294,3424.0,337.0,821.0,3908.0,2020/03/24
4295,62.0,22.0,4.0,44.0,2019/10/15
4298,5.0,1.0,0.0,4.0,2021/02/24
4299,5890.0,3771.0,541.0,2660.0,05/11/2016
4302,946.0,801.0,89.0,234.0,06/25/2015
4303,69.0,30.0,39.0,78.0,2020/09/04
4304,2385.0,741.0,1643.0,3287.0,2020/03/24
4305,57.0,43.0,698.0,712.0,2021/05/21
4308,2.0,1.0,1.0,2.0,08/21/2015
4310,31.0,0.0,12.0,43.0,2020/07/10
4311,5.0,4.0,1.0,2.0,2021/01/21
4314,42.0,20.0,8.0,30.0,2019/12/03
4320,414.0,204.0,210.0,420.0,03/15/2016
4321,2857.0,967.0,198.0,2088.0,2019/10/08
4322,8491.0,7431.0,851.0,1911.0,07/10/2017
4323,3021.0,40.0,1824.0,4805.0,10/05/2010
4325,896.0,885.0,896.0,907.0,2020/04/02
4326,24.0,0.0,24.0,48.0,2018/06/27
4327,12.0,0.0,12.0,24.0,2017/12/12
4328,3.0,2.0,1.0,2.0,2018/10/30
4330,80.0,0.0,80.0,160.0,2018/04/09
4331,3223.0,1283.0,1904.0,3844.0,04/20/2016
